"","Site","Year","Subtype","OBJECTID","InvSpecies_1","InvSpecies_2","InvSpecies_3","InvSpecies_4","InvSpecies_5","Mature","Issue_Desc","Issue","Issue_LocationOrFeature","Treated","Percent_CoverAffected_Veg","FollowUpReq","Severity","Percent_CoverAffected_1","Percent_CoverAffected_2","Percent_CoverAffected_3","Percent_CoverAffected_4","Percent_CoverAffected_5","Visibility_STEW","Visibility_MON","Resolved","Monitoring_Report","CreationDate.Issue","Creator.Issue","EditDate.Issue","Editor.Issue","ISSUE_ID_","Area_FtSq","Length_Ft","Treat_Desc","Contractor","InspDate","Treat_Method_1","Chemical_1","Treat_Method_2","Chemical_2","Adjuvant","Subtype.y","CreationDate.Mgmt","Creator.Mgmt","EditDate.Mgmt","Editor.Mgmt","Percent_CntrlEffective_","TreatDate","ISSUE_ID","Percent_CoverAffected","Extent","Lead_Steward","GlobalID"
"11","Daniel’s Creek",2022,"In-Stream Vegetation",368,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2022-05-26 20:28:02,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,653.619127162391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{0f3061fa-7094-4511-a321-46feda5bcc87}"
"12","Daniel’s Creek",2022,"In-Stream Vegetation",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2022-05-26 20:33:36,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,957.250328654834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{69c0f99d-3235-4d56-a657-5837f1882450}"
"13","Daniel’s Creek",2022,"In-Stream Vegetation",373,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2022-05-26 20:34:43,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,975.443565933473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{ff5aecf8-0ce3-484b-837d-f2c944a78ac7}"
"14","Daniel’s Creek",2022,"In-Stream Vegetation",374,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2022-05-26 20:36:01,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,403.381763617154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{bff68e77-d910-459f-a946-393fcd659d9c}"
"15","Daniel’s Creek",2022,"Misc",1833,NA,NA,NA,NA,NA,NA,"Gate",NA,NA,"No",NA,"No","Low",NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,2022-07-14 14:26:51,"lcostes",2022-08-22 09:39:46,"lcostes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{c6fbd21c-73c5-4102-8c87-a1df32c5874a}"
"16","Daniel’s Creek",2022,"Soil Sample",1901,NA,NA,NA,NA,NA,NA,"DAN10",NA,NA,"na",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-09 11:09:25,"lcostes",2022-08-19 16:20:02,"lcostes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{8e7516a7-c0e9-40eb-a5c0-d386a4bc4089}"
"17","Daniel’s Creek",2022,"Soil Sample",1902,NA,NA,NA,NA,NA,NA,"DAN7",NA,NA,"na",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,2022-08-09 11:12:03,"lcostes",2022-08-10 15:13:37,"lcostes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f1bd7427-38c2-46fa-884b-685c325bbd7a}"
"18","Daniel’s Creek",2022,"Soil Sample",1903,NA,NA,NA,NA,NA,NA,"DAN1",NA,NA,"na",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-09 11:13:45,"lcostes",2022-08-10 15:17:16,"lcostes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{87627ef5-2c09-4552-883e-645dcfcee8da}"
"19","Daniel’s Creek",2022,"Soil Sample",1904,NA,NA,NA,NA,NA,NA,"DAN4",NA,NA,"na",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-09 11:15:11,"lcostes",2022-08-10 15:16:54,"lcostes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{fdffed43-dc4e-480b-9935-70f2ac7322dc}"
"20","Daniel’s Creek",2022,"Soil Sample",1905,NA,NA,NA,NA,NA,NA,"DAN3",NA,NA,"na",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-08-09 13:04:27,"lcostes",2022-08-10 15:17:04,"lcostes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{5bc9b16b-6765-4d32-9a58-9afe4e1e3406}"
"21","Daniel’s Creek",2022,"Vegetation Issue",855,NA,NA,NA,NA,NA,"na","Needs ring sprays. Coastal bermudagrass outcompeting native veg. Trees present, but supplemental planting likely","Low Stem Vigor/Height & Density",NA,"No","76-100%","Yes","High",NA,NA,NA,NA,NA,NA,NA,"No",NA,2022-04-04 17:31:36,"athompson07",2022-08-08 16:07:30,"athompson07",NA,33118.8781738281,753.553674968504,"ring sprays","Native Roots",2036-02-05 01:28:16,NA,NA,NA,NA,NA,2,2022-05-31 15:35:03,"athompson07",2022-05-31 15:35:45,"athompson07",NA,2022-05-26 00:00:00,NA,NA,NA,"Lydie","{5839c073-dbde-4354-a8fe-72d7cb54ad12}"
"22","Daniel’s Creek",2022,"Weed Occurrence",2012,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:22:55,"athompson07",2022-08-08 16:07:30,"athompson07",NA,69715.5129394531,1806.35998837153,"foliar 5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:17:29,"athompson07",2022-07-08 09:18:11,"athompson07","76-100%",2022-04-27 00:00:00,NA,NA,NA,"Lydie","{36736c90-c3bf-4a36-8f3a-5781d9b5c265}"
"23","Daniel’s Creek",2022,"Weed Occurrence",2012,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:22:55,"athompson07",2022-08-08 16:07:30,"athompson07",NA,69715.5129394531,1806.35998837153,"foliar 5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:18:26,"athompson07",2022-07-08 09:19:20,"athompson07","76-100%",2022-05-26 00:00:00,NA,NA,NA,"Lydie","{36736c90-c3bf-4a36-8f3a-5781d9b5c265}"
"24","Daniel’s Creek",2022,"Weed Occurrence",2014,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:25:12,"athompson07",2022-08-08 16:07:30,"athompson07",NA,51391.1528320312,1145.18392243127,"foliar 4.5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 08:46:32,"athompson07",2022-07-08 09:05:12,"athompson07",NA,2022-06-07 00:00:00,NA,NA,NA,"Lydie","{577abf47-25f9-411a-a43e-f32173a5b5b7}"
"25","Daniel’s Creek",2022,"Weed Occurrence",2014,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:25:12,"athompson07",2022-08-08 16:07:30,"athompson07",NA,51391.1528320312,1145.18392243127,"retreatment- 2.5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:05:31,"athompson07",2022-07-08 09:06:24,"athompson07",NA,2022-06-22 00:00:00,NA,NA,NA,"Lydie","{577abf47-25f9-411a-a43e-f32173a5b5b7}"
"26","Daniel’s Creek",2022,"Weed Occurrence",2008,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:01:37,"athompson07",2022-08-08 16:07:30,"athompson07",NA,106570.911621094,1532.29380689207,"foliar 4.5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:06:40,"athompson07",2022-07-08 09:07:26,"athompson07",NA,2022-06-07 00:00:00,NA,NA,NA,"Lydie","{59b4b3a3-6722-4e57-ac12-13d4f2d267bf}"
"27","Daniel’s Creek",2022,"Weed Occurrence",2008,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:01:37,"athompson07",2022-08-08 16:07:30,"athompson07",NA,106570.911621094,1532.29380689207,"foliar 4.5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:07:46,"athompson07",2022-07-08 09:08:30,"athompson07","76-100%",2022-07-07 00:00:00,NA,NA,NA,"Lydie","{59b4b3a3-6722-4e57-ac12-13d4f2d267bf}"
"28","Daniel’s Creek",2022,"Weed Occurrence",2011,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:20:54,"athompson07",2022-08-08 16:07:30,"athompson07",NA,54625.4411621094,1190.56622290924,"foliar removal 5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:16:00,"athompson07",2022-07-08 09:17:13,"athompson07","76-100%",2022-04-27 00:00:00,NA,NA,NA,"Lydie","{61202502-4e07-4ff8-9745-95f653696150}"
"29","Daniel’s Creek",2022,"Weed Occurrence",2011,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:20:54,"athompson07",2022-08-08 16:07:30,"athompson07",NA,54625.4411621094,1190.56622290924,"foliar 5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:19:50,"athompson07",2022-07-08 09:20:27,"athompson07","76-100%",2022-05-26 00:00:00,NA,NA,NA,"Lydie","{61202502-4e07-4ff8-9745-95f653696150}"
"30","Daniel’s Creek",2022,"Weed Occurrence",2015,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:26:25,"athompson07",2022-08-22 09:40:32,"lcostes",NA,66434.7130126953,1226.92795741985,"foliar removal 2.5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 08:34:34,"athompson07",2022-07-08 08:39:23,"athompson07",NA,2022-06-29 00:00:00,NA,NA,NA,"Lydie","{a35e8dca-fd2d-4119-b7ae-88ec493bed78}"
"31","Daniel’s Creek",2022,"Weed Occurrence",2009,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:19:21,"athompson07",2022-08-08 16:07:30,"athompson07",NA,125273.431884766,1760.13520188016,"foliar 5%","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:09:01,"athompson07",2022-07-08 09:10:57,"athompson07","76-100%",2022-06-02 00:00:00,NA,NA,NA,"Lydie","{ca5ab5e0-8399-48f3-8155-ef066acb919c}"
"32","Daniel’s Creek",2022,"Weed Occurrence",2009,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:19:21,"athompson07",2022-08-08 16:07:30,"athompson07",NA,125273.431884766,1760.13520188016,"foliar 2.5 % solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:11:08,"athompson07",2022-07-08 09:12:06,"athompson07",NA,2022-06-22 00:00:00,NA,NA,NA,"Lydie","{ca5ab5e0-8399-48f3-8155-ef066acb919c}"
"33","Daniel’s Creek",2022,"Weed Occurrence",2009,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:19:21,"athompson07",2022-08-08 16:07:30,"athompson07",NA,125273.431884766,1760.13520188016,"foliar 4.5% solution","in-house",2036-02-05 01:28:16,"Backpack Spray","Glyphosate",NA,NA,NA,1,2022-07-08 09:12:17,"athompson07",2022-07-08 09:13:11,"athompson07","76-100%",2022-07-07 00:00:00,NA,NA,NA,"Lydie","{ca5ab5e0-8399-48f3-8155-ef066acb919c}"
"34","Daniel’s Creek",2022,"Weed Occurrence",2013,"Marsh Dewflower",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes","High","6-25%",NA,NA,NA,NA,"Yes","Yes","No",NA,2022-07-08 08:23:44,"athompson07",2022-08-08 16:07:30,"athompson07",NA,31943.8618164062,802.518173037835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{6b4d48e9-d98c-411d-9d2a-4155cead8a04}"
"35","Daniel’s Creek",2021,"Boundary Issue",82,NA,NA,NA,NA,NA,NA,"Herbicide overspray","Herbicide","Fence","Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-09-20 11:52:57,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,510.506270189993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{288bde7a-164e-4a81-b584-c8cc189aa963}"
"36","Daniel’s Creek",2021,"Channel Stability/Erosion",81,NA,NA,NA,NA,NA,NA,"Soil lift failed in MY0","Erosion_Scour","Stream Bank","Yes",NA,"Yes","Medium",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-09-20 10:31:31,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,54.5519461469588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f5849a7f-60ec-4f60-8389-adc54aeeb087}"
"37","Daniel’s Creek",2021,"Channel Stability/Erosion",152,NA,NA,NA,NA,NA,NA,"Banks scoured under and riffle material is gone","Erosion_Scour","Stream Bank","Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-15 08:24:44,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,44.2129787125055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{70bcae52-30bf-4edd-be67-fda7cdfadbfd}"
"38","Daniel’s Creek",2021,"Failed Structure",187,NA,NA,NA,NA,NA,NA,"Two sills failing. Upstream is blown out underneath. Second sill piping under, maybe around.","Failed/Not Functional","Grade Control Structure","Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-09-20 10:47:26,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,"Sill repairs and bank stabilization ","Land Mechanic",2036-02-05 01:28:16,"Machine",NA,NA,NA,NA,2,2021-10-19 14:19:05,"athompson07",2021-10-19 14:19:05,"athompson07",NA,2021-09-24 11:17:25,NA,NA,NA,"Lydie","{30b87218-c82a-46a8-b6a5-078da7553297}"
"39","Daniel’s Creek",2021,"Failed Structure",187,NA,NA,NA,NA,NA,NA,"Two sills failing. Upstream is blown out underneath. Second sill piping under, maybe around.","Failed/Not Functional","Grade Control Structure","Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-09-20 10:47:26,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,"Added 30 plugs","In house",2036-02-05 01:28:16,"Hand",NA,NA,NA,NA,2,2021-10-20 15:57:10,"athompson07",2021-10-20 15:57:10,"athompson07",NA,2021-10-20 15:57:09,NA,NA,NA,"Lydie","{30b87218-c82a-46a8-b6a5-078da7553297}"
"40","Daniel’s Creek",2021,"Failed Structure",193,NA,NA,NA,NA,NA,NA,"Fix filter fabric and live stake around ends","Erosion/Scoured","Grade Control Structure","No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 14:06:28,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,"Cut back fabric","In house",2036-02-05 01:28:16,NA,NA,NA,NA,NA,2,2022-09-14 09:28:44,"lcostes",2022-09-14 09:29:16,"lcostes",NA,2022-09-13 00:00:00,NA,NA,NA,"Lydie","{77f217f0-9a4e-47a6-a5fc-05db9ba8fbdd}"
"41","Daniel’s Creek",2021,"Failed Structure",186,NA,NA,NA,NA,NA,NA,"Piping around and under. Hole in bank. U-bend of piping water. Stream side cave of wonders.","Piping","Grade Control Structure","Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-09-20 10:37:44,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,"Sill repair and bank stabilization. ","Land Mechanic",2036-02-05 01:28:16,"Machine",NA,NA,NA,NA,2,2021-10-19 14:16:10,"athompson07",2021-10-19 14:16:10,"athompson07",NA,2021-09-24 14:14:46,NA,NA,NA,"Lydie","{8060fc45-11b5-44ca-93ef-9d1cef5dd0ec}"
"42","Daniel’s Creek",2021,"Failed Structure",186,NA,NA,NA,NA,NA,NA,"Piping around and under. Hole in bank. U-bend of piping water. Stream side cave of wonders.","Piping","Grade Control Structure","Yes",NA,"Yes","High",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-09-20 10:37:44,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,"Added 30 plugs","In house",2036-02-05 01:28:16,NA,NA,NA,NA,NA,2,2021-10-20 15:56:35,"athompson07",2021-10-20 15:56:35,"athompson07",NA,2021-10-20 15:56:34,NA,NA,NA,"Lydie","{8060fc45-11b5-44ca-93ef-9d1cef5dd0ec}"
"43","Daniel’s Creek",2021,"Failed Structure",273,NA,NA,NA,NA,NA,NA,"Last log in riffle is piping underneath ","Failed/Not Functional","Grade Control Structure","No",NA,"No","Low",NA,NA,NA,NA,NA,"No","No","Yes",NA,2021-11-15 08:15:02,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{51772ed1-4831-4297-a7f7-cac0006ff909}"
"44","Daniel’s Creek",2021,"Misc",375,NA,NA,NA,NA,NA,"na","Scour. Add cover crop",NA,"Bank","No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-09-20 10:04:02,"athompson07",2022-08-08 16:07:30,"athompson07",NA,377.137573242188,78.7630387825518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{ba17c829-a317-4bc8-ab98-e78528a65962}"
"45","Daniel’s Creek",2021,"Misc",573,NA,NA,NA,NA,NA,NA,"Repair equipment path has no trees. Stream bank has no live stakes.",NA,NA,"No",NA,"Yes","High",NA,NA,NA,NA,NA,"Yes","Yes","No",NA,2021-10-19 14:12:10,"athompson07",2022-08-08 16:07:30,"athompson07",NA,5934.60864257812,469.221960859735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{77255db8-b8af-44dd-9093-c479a6ad310c}"
"46","Daniel’s Creek",2021,"Misc",170,NA,NA,NA,NA,NA,NA,"Silt fencing with t-posts",NA,NA,"Yes",NA,"No","Low",NA,NA,NA,NA,NA,"Yes","No","No",NA,2021-11-24 12:54:29,"athompson07",2022-08-08 16:07:30,"athompson07",NA,NA,146.963831192836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lydie","{f6c98cab-0d92-4548-808a-6dbca24bebcb}"
