"","Site","Year","Subtype","OBJECTID","Issue","Issue_Desc","Issue_LocationOrFeature","Severity","InvSpecies_1","Percent_CoverAffected_1","InvSpecies_2","Percent_CoverAffected_2","InvSpecies_3","Percent_CoverAffected_3","InvSpecies_4","Percent_CoverAffected_4","InvSpecies_5","Percent_CoverAffected_5","Mature","Percent_CoverAffected_Veg","Treated","Resolved","FollowUpReq","Visibility_STEW","Visibility_MON","Monitoring_Report","Area_FtSq","Length_Ft","Subtype.y","TreatDate","Treat_Desc","Contractor","NumTreatDays","Treat_Method_1","Chemical_1","Treat_Method_2","Chemical_2","Adjuvant","Inspection","InspDate","Percent_CntrlEffective_","CreationDate.Mgmt","Creator.Mgmt","EditDate.Mgmt","Editor.Mgmt","Percent_CoverAffected","Extent","Lead_Steward","GlobalID","CreationDate.Issue","Creator.Issue","EditDate.Issue","Editor.Issue"
"11","Catfish Pond",2022,"Weed Occurrence",1008,NA,NA,NA,"Medium","Japanese Honeysuckle","6-25%","Chinese Privet","6-25%","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,"Partial","No","Yes","Yes","Yes",NA,29805.4106445312,1156.96943337936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{0d535236-2db8-444c-ad6e-1d0dd67c5448}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"12","Catfish Pond",2022,"Weed Occurrence",1009,NA,NA,NA,"Medium","Japanese Honeysuckle","26-50%","Blackberry","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,2202.99890136719,218.408097050871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{3c18a90e-2d9d-4062-9c98-b29bbe974cc3}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"13","Catfish Pond",2022,"Weed Occurrence",1010,NA,NA,NA,"Medium","Japanese Honeysuckle","6-25%","Multiflora Rose","1-5%","Chinese Privet","1-5%",NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,16858.1612548828,997.443177968077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{291a6528-0d24-4224-b4bf-fc7c1c086534}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"14","Catfish Pond",2022,"Weed Occurrence",1011,NA,"There is some coral berry in this area too (noting for privet treatment)",NA,"Low","Chinese Privet","1-5%","Japanese Honeysuckle","1-5%","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,42874.1063232422,2242.76611843729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{b0869d63-6e0b-43f2-8455-c3074a0ebd38}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"15","Catfish Pond",2022,"Weed Occurrence",1012,NA,NA,NA,"Medium","Blackberry","76-100%","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,8857.29443359375,465.652193997194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{19ec3bdb-f66a-4a94-aad9-3b02498f4c35}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"16","Catfish Pond",2022,"Weed Occurrence",1013,NA,NA,NA,"Medium","Multiflora Rose","6-25%","Japanese Honeysuckle","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,5815.18298339844,612.052510894237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{024d71cc-8fd8-4952-96df-7eb99b29e4fe}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"17","Catfish Pond",2022,"Weed Occurrence",1014,NA,NA,NA,"Medium","Chinese Privet","1-5%","Japanese Honeysuckle","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,9292.25561523438,913.028576587622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{bf180c15-fd6b-4659-a2d4-7a048f1a4685}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"18","Catfish Pond",2022,"Weed Occurrence",1015,NA,NA,NA,"Medium","Chinese Privet","26-50%","Multiflora Rose","6-25%","Lespedeza","6-25%","Autumn Olive","1-5%","Japanese Honeysuckle","6-25%",NA,NA,"No","No","Yes","Yes","Yes",NA,22544.7906494141,1025.07868904814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{766cbe91-22cb-40e5-a531-6d04da618bdd}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"19","Catfish Pond",2022,"Weed Occurrence",1016,NA,NA,NA,"Medium","Multiflora Rose","6-25%","Blackberry","51-75%","Japanese Honeysuckle","6-25%","Callery Pear","<1%",NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,41924.9321289062,1300.64291924166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{6968925f-925b-48a3-86c4-3961542ed500}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"20","Catfish Pond",2022,"Weed Occurrence",1017,NA,NA,NA,"Medium","Japanese Honeysuckle","51-75%","Multiflora Rose","6-25%","Chinese Privet","1-5%","Climbing Hempvine","<1%",NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,63510.7392578125,2126.02882463304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{80e39463-2254-4fc9-81db-4f5382f5e492}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"21","Catfish Pond",2022,"Weed Occurrence",1018,NA,"Disclaimer: I did not walk the entire tree line",NA,"Medium","Chinese Privet","51-75%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,39919.6392822266,2307.55888622318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{68da229d-e762-47a2-8429-fe2e4f7077cf}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"22","Catfish Pond",2022,"Weed Occurrence",482,NA,NA,NA,"Medium","Princess Tree","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{df001d09-5c10-49bd-9006-d90e63d83dc9}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"23","Catfish Pond",2022,"Weed Occurrence",483,NA,NA,NA,"Low","Tree Of Heaven","<1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{f1781db4-7948-4b75-b417-0b9c587431e8}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"24","Catfish Pond",2022,"Weed Occurrence",792,NA,NA,NA,"Low","Callery Pear","<1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{4f827ad5-92f3-4592-abfb-2c41d03560ba}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"25","Catfish Pond",2022,"Weed Occurrence",882,NA,"Large mature privet outside easement",NA,"Medium","Chinese Privet","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{a65bb9dd-d7f4-4e41-8e31-9c11b3d0c305}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"26","Catfish Pond",2022,"Weed Occurrence",883,NA,"Dense privet patch",NA,"Medium","Chinese Privet","76-100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{fc0868aa-457a-429d-b582-43ccdbabb560}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"27","Catfish Pond",2022,"Weed Occurrence",884,NA,"Row of mature privet",NA,"High","Chinese Privet","76-100%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{7e9592c4-0faf-47ca-bed7-d9d0d9f6d952}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"28","Catfish Pond",2022,"Weed Occurrence",894,NA,"Mature privet",NA,"High","Chinese Privet","26-50%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{42d1eae9-6d4d-42ba-ad57-5dd63b870845}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"29","Catfish Pond",2022,"Weed Occurrence",895,NA,NA,NA,"Medium","Callery Pear","<1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{85495247-c321-49ae-bffb-8202a8dcd41c}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"30","Catfish Pond",2022,"Weed Occurrence",896,NA,NA,NA,"Medium","Callery Pear","<1%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{48ddcf87-599d-4a66-a8ef-36ec1a6b109e}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"31","Catfish Pond",2021,"Vegetation Issue",241,"Low Stem Vigor/Height","Tall pasture grass ring sprays needed",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","76-100%","Yes","No","Yes","Yes","Yes",NA,11988.0062255859,976.219728492809,0,2022-04-04 00:00:00,"Ring sprays",NA,NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{07215943-77fb-4511-9afd-d08446d2e85b}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"32","Catfish Pond",2021,"Vegetation Issue",243,"Low Stem Vigor/Height","Dense pasture grass ring sprays needed",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","Yes","No","Yes","Yes","Yes",NA,6981.76257324219,621.50524241468,0,2022-08-05 09:17:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{0818403e-84cf-401a-8c68-0e0e3ef8ba2f}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"33","Catfish Pond",2021,"Vegetation Issue",243,"Low Stem Vigor/Height","Dense pasture grass ring sprays needed",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","Yes","No","Yes","Yes","Yes",NA,6981.76257324219,621.50524241468,0,2022-04-04 00:00:00,"Ring sprays",NA,NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{0818403e-84cf-401a-8c68-0e0e3ef8ba2f}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"34","Catfish Pond",2021,"Vegetation Issue",245,"Low Stem Vigor/Height","Tall pasture grasses needs ring sprays",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","Yes","No","Yes","Yes","Yes",NA,22803.1060791016,1334.48043508714,0,2022-04-04 00:00:00,"Ring sprays",NA,NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{3eabc428-b510-4380-80e1-a73d458b16ad}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"35","Catfish Pond",2021,"Vegetation Issue",254,"Low Stem Vigor/Height","Tall pasture grasses ring sprays needed",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","Yes","No","Yes","Yes","Yes",NA,3292.24963378906,334.761028140211,2,2022-04-04 00:00:00,"Ring sprays",NA,NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{53dfdd97-a920-4de7-887b-0444847f8f41}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"36","Catfish Pond",2021,"Vegetation Issue",244,"Low Stem Vigor/Height","Tall pasture grasses ring sprays needed",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","Yes","No","Yes","Yes","Yes",NA,7359.4521484375,513.383902473312,0,2022-04-04 00:00:00,"Ring sprays",NA,NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{e495b954-3a87-4e61-87f9-6fdbe0c36016}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"37","Catfish Pond",2021,"Vegetation Issue",255,"Low Stem Vigor/Height","Tall pasture grasses ring sprays needed",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","Yes","No","Yes","Yes","Yes",NA,5915.35668945312,401.481379001843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{2f12f981-6975-43d1-acdd-f02e909225f4}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"38","Catfish Pond",2021,"Weed Occurrence",256,NA,NA,NA,"Medium","Multiflora Rose","26-50%","Japanese Honeysuckle","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,36852.1346435547,1940.26061768746,1,2021-09-09 13:30:00,"Foliar Spray","In House",NA,"Backpack Spray","Glyphosate",NA,NA,"Cide Kick",NA,2021-09-23 10:30:00,"76-100%",2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{1a8961f1-8603-4761-8570-78881e35cd9d}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"39","Catfish Pond",2021,"Weed Occurrence",246,NA,"Murdania dominating in wetland pockets","On-site Source","High","Marsh Dewflower","51-75%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,46731.2344970703,1303.96350953062,1,2021-09-09 11:00:00,"Foliar Spary","In House",NA,"Backpack Spray","Glyphosate",NA,NA,"Cide Kick",NA,2021-09-23 10:00:00,"76-100%",2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{241814c7-84ec-4b12-9f03-0a190879bd87}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"40","Catfish Pond",2021,"Weed Occurrence",242,NA,NA,NA,"Medium","Marsh Dewflower","26-50%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,11784.8114013672,655.608973592413,1,2021-08-16 00:00:00,"Murdannia treated","In house",NA,"Backpack Spray","Glyphosate",NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{57a289e1-c9a5-45be-8bc1-8a3af549f3be}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"41","Catfish Pond",2021,"Weed Occurrence",240,NA,"Cattails",NA,"Medium","Multiflora Rose","6-25%","Marsh Dewflower","1-5%","OTHER",NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,24194.1196289062,1451.62376622255,0,2022-06-06 00:00:00,"Treated Murdannia and cattails in restoration section","In house",NA,NA,NA,NA,NA,NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Neil","{d26acd0e-9c34-4ee5-a899-cee99048de6c}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"42","Catfish Pond",2021,"Weed Occurrence",238,NA,NA,NA,"Medium","Princess Tree","26-50%","Tree Of Heaven","26-50%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,7951.3779296875,345.748891497078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{1e8efb57-4905-4018-b4cf-1299aa279413}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"43","Catfish Pond",2021,"Weed Occurrence",239,NA,NA,NA,"Medium","Multiflora Rose","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,32612.365234375,1543.19385032709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{b38fedb8-2fc1-4a57-8473-4a0eb76d5a32}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"44","Catfish Pond",2021,"Weed Occurrence",472,NA,"Small patch of 5 mature Tree Of Heaven ",NA,"Medium","Tree Of Heaven","26-50%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","Yes","Yes","Yes",NA,7398.689453125,439.7458871046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neil","{4415d301-c533-4265-ab1a-255919bff6d0}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
