"","Site","Year","Subtype","OBJECTID","Issue","Issue_Desc","Issue_LocationOrFeature","Severity","InvSpecies_1","Percent_CoverAffected_1","InvSpecies_2","Percent_CoverAffected_2","InvSpecies_3","Percent_CoverAffected_3","InvSpecies_4","Percent_CoverAffected_4","InvSpecies_5","Percent_CoverAffected_5","Mature","Percent_CoverAffected_Veg","Treated","Resolved","FollowUpReq","Visibility_STEW","Visibility_MON","Monitoring_Report","Area_FtSq","Length_Ft","Subtype.y","TreatDate","Treat_Desc","Contractor","NumTreatDays","Treat_Method_1","Chemical_1","Treat_Method_2","Chemical_2","Adjuvant","Inspection","InspDate","Percent_CntrlEffective_","CreationDate.Mgmt","Creator.Mgmt","EditDate.Mgmt","Editor.Mgmt","Percent_CoverAffected","Extent","Lead_Steward","GlobalID","CreationDate.Issue","Creator.Issue","EditDate.Issue","Editor.Issue"
"40","Lyon Hills",2021,"Needs Livestakes",493,NA,"Needs livestakes",NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,8.68568509507804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<1%",NA,"Emily","{6f0f9e42-bad5-4ede-9703-a341c567abce}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"41","Lyon Hills",2021,"Needs Livestakes",494,NA,"Needs livestakes",NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,9.16182153953976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{8fcf8091-ea72-483e-8999-1b8c1e4c9f16}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"42","Lyon Hills",2021,"Needs Livestakes",496,NA,"Needs livestakes",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,13.0627881386677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{a747c654-2b47-4fb1-b1c1-0fc4395e25e5}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"43","Lyon Hills",2021,"Needs Livestakes",504,NA,"Needs livestakes around structures",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,6.21685372020335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{da89e1e6-7aab-401e-8d97-fe5cb691c11a}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"44","Lyon Hills",2021,"Needs Livestakes",506,NA,"Needs livestakes on meander bend",NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,13.4574848853503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{88291e10-a1f3-488f-960c-8230c666dbcf}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"45","Lyon Hills",2021,"Needs Livestakes",512,NA,"Needs livestakes on right bank",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,18.4590487058194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{25bdd564-2aea-44ce-8885-a5998d178d4c}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"46","Lyon Hills",2021,"Needs Livestakes",515,NA,"Needs livestakes on left bank (maybe right bank, too)",NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,62.1923005894987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{080d7966-9400-46a4-b771-0186d8d8bf3a}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"47","Lyon Hills",2021,"Needs Livestakes",636,NA,NA,NA,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes",NA,NA,107.161487058919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{b6036ad0-61a7-4d91-a91a-0e1bb2e14b84}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"48","Lyon Hills",2021,"Needs Livestakes",638,NA,NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes",NA,NA,214.570973655432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emily","{77354b37-37ee-4eb1-b254-8c048045147b}",4582373-04-08 20:00:00,"lcostes",4582373-04-08 20:00:00,"lcostes"
"49","Lyon Hills",2021,"Vegetation Issue",167,"Bare Areas & Low Stem Density",NA,NA,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,433.175170898438,84.773669557889,2,2022-05-04 09:00:00,"Summer seed mix (millet, clover, humic plus)","In house",NA,NA,NA,NA,NA,NA,NA,2022-05-04 09:00:00,"51-75%",2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Emily","{4dac2003-bc16-496f-9186-44922f5d6821}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"50","Lyon Hills",2021,"Vegetation Issue",95,"Bare Areas",NA,NA,"Medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26-50%","No","No","Yes","Yes","Yes",NA,1356.36145019531,161.985152556015,2,2022-05-04 08:00:00,"Summer seed mix (millet, clover, humic plus)","In house",NA,NA,NA,NA,NA,NA,NA,2022-05-04 08:00:00,"51-75%",2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Emily","{5904de74-333a-4a80-bd95-be5754b3d2de}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"51","Lyon Hills",2021,"Vegetation Issue",86,"Bare Areas","Bare area",NA,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51-75%","No","No","Yes","Yes","Yes",NA,421.501953125,88.1109389557435,2,2022-05-04 08:00:00,"Summer seed mix (millet, clover, humic plus)","In house",NA,NA,NA,NA,NA,NA,NA,2022-05-04 08:00:00,"51-75%",2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Emily","{a5c640ed-531d-46b5-bb35-440925701678}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
