"","Site","Year","Subtype","OBJECTID","Issue","Issue_Desc","Issue_LocationOrFeature","Severity","InvSpecies_1","Percent_CoverAffected_1","InvSpecies_2","Percent_CoverAffected_2","InvSpecies_3","Percent_CoverAffected_3","InvSpecies_4","Percent_CoverAffected_4","InvSpecies_5","Percent_CoverAffected_5","Mature","Percent_CoverAffected_Veg","Treated","Resolved","FollowUpReq","Visibility_STEW","Visibility_MON","Monitoring_Report","Area_FtSq","Length_Ft","Subtype.y","TreatDate","Treat_Desc","Contractor","NumTreatDays","Treat_Method_1","Chemical_1","Treat_Method_2","Chemical_2","Adjuvant","Inspection","InspDate","Percent_CntrlEffective_","CreationDate.Mgmt","Creator.Mgmt","EditDate.Mgmt","Editor.Mgmt","Percent_CoverAffected","Extent","Lead_Steward","GlobalID","CreationDate.Issue","Creator.Issue","EditDate.Issue","Editor.Issue"
"23","Double H",2022,"Weed Occurrence",664,NA,NA,NA,"Low","Multiflora Rose","26-50%","Oriental Bittersweet","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,"Partial","No","Yes","Yes","Yes",NA,58470.1618652344,1340.21445462696,1,2022-09-29 00:00:00,"Bittersweet","Ecoforesters",NA,"Cut Stump","Triclopyr","Backpack Spray","Triclopyr",NA,NA,2036-02-05 01:28:16,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Sam","{dbe79305-1bc8-483e-a585-0bf411f2d159}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"24","Double H",2022,"Weed Occurrence",653,NA,NA,NA,"Low","Multiflora Rose","1-5%","Oriental Bittersweet","1-5%","Japanese Barberry","<1%",NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,2381.7470703125,213.347481657228,1,2022-09-27 00:00:00,"Herbicide","Ecoforesters",NA,"Backpack Spray","Triclopyr",NA,NA,NA,NA,2022-09-27 12:00:00,NA,2023-01-05 17:32:57,"lcostes",2023-01-05 17:32:57,"lcostes",NA,NA,"Sam","{e6626453-7ee4-45e5-9c5c-fa80ed3dae6a}",2023-01-05 17:32:36,"lcostes",2023-01-05 17:32:36,"lcostes"
"25","Double H",2022,"Weed Occurrence",654,NA,NA,NA,"Low","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,7328.3427734375,418.802836491885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{945fdf31-7d0f-40c8-8d91-eb9c24d1d9fc}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"26","Double H",2022,"Weed Occurrence",655,NA,NA,NA,"Low","Multiflora Rose","1-5%","Oriental Bittersweet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,2216.85754394531,243.857731456088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{1b2f2bd5-dd06-45e4-b3af-7ac26f895b3e}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"27","Double H",2022,"Weed Occurrence",656,NA,NA,NA,"Medium","Multiflora Rose","6-25%","Japanese Barberry","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,22249.4014892578,919.189874080748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{f7332040-4e63-43ed-958b-dc866f505709}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"28","Double H",2022,"Weed Occurrence",657,NA,NA,NA,"Medium","Multiflora Rose","6-25%","Japanese Barberry","<1%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,25950.5682373047,716.957243415716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{278f9cda-039e-4a3d-b694-23084e20ab7b}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"29","Double H",2022,"Weed Occurrence",658,NA,NA,NA,"Low","Multiflora Rose","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,2229.05773925781,295.50693166446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{bd0a945c-5a94-4101-a95c-aa88b701334c}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"30","Double H",2022,"Weed Occurrence",659,NA,"Bittersweet resprouts",NA,"Low","Multiflora Rose","1-5%","Oriental Bittersweet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,968.02001953125,215.035037612661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{357809ee-6682-4c06-94da-5038caa5da42}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"31","Double H",2022,"Weed Occurrence",660,NA,NA,NA,"Low","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,1619.6220703125,318.083237507586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{5e391da4-8fa2-417e-ae71-0c458183f702}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"32","Double H",2022,"Weed Occurrence",661,NA,NA,NA,"Low","Multiflora Rose","6-25%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,12090.623046875,809.285856803181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{b378c57d-0828-4aea-84fd-2b7abf58b448}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"33","Double H",2022,"Weed Occurrence",663,NA,NA,NA,"Low","Multiflora Rose","6-25%","Oriental Bittersweet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,10562.8515625,629.237250068279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{99e5eefe-dca1-4d7a-9476-6dfb2fb5aaf4}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"34","Double H",2022,"Weed Occurrence",665,NA,"Numerous bittersweet resprouts",NA,"Low","Multiflora Rose","6-25%","Oriental Bittersweet","1-5%","Japanese Barberry","<1%",NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,18382.2899169922,996.798521122125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{80d64b51-b9a4-474f-aee6-cc174aa50ebb}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"35","Double H",2022,"Weed Occurrence",785,NA,NA,NA,"Low","Multiflora Rose","6-25%","Chinese Privet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,1788.27880859375,209.418965492184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{d47d1172-4866-4bc6-a155-6e444c738ede}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"36","Double H",2022,"Weed Occurrence",787,NA,NA,NA,"Low","Multiflora Rose","6-25%","Oriental Bittersweet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,2065.77270507812,192.737655505147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{14909d53-ea80-4f48-82e6-6eb062fec959}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"37","Double H",2022,"Weed Occurrence",793,NA,NA,NA,"Low","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,2023.76049804688,189.966875306961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{223686f9-e311-49d3-ae90-0633e6334958}",4582373-04-23 20:00:00,"lcostes",4582373-04-23 20:00:00,"lcostes"
"38","Double H",2022,"Weed Occurrence",440,NA,NA,NA,"Medium","Oriental Bittersweet","76-100%",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No","No","Yes","Yes","Yes",NA,NA,NA,1,2022-09-27 00:00:00,"Herbicide","Ecoforesters",NA,"Backpack Spray","Triclopyr",NA,NA,NA,NA,2022-09-27 08:00:00,NA,2023-01-05 17:32:53,"lcostes",2023-01-05 17:32:53,"lcostes",NA,NA,"Sam","{641f4a2d-09ac-400f-8151-cf06d516b011}",2023-01-05 17:32:00,"lcostes",2023-01-05 17:32:00,"lcostes"
"39","Double H",2022,"Weed Occurrence",439,NA,NA,NA,"Medium","Japanese Barberry","76-100%","Oriental Bittersweet","76-100%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,1,2022-09-27 00:00:00,"Herbicide","Ecoforesters",NA,"Backpack Spray","Triclopyr",NA,NA,NA,NA,2022-09-27 12:00:00,NA,2023-01-05 17:32:53,"lcostes",2023-01-05 17:32:53,"lcostes",NA,NA,"Sam","{a015946d-a759-49f7-8dca-3a1872216c81}",2023-01-05 17:32:00,"lcostes",2023-01-05 17:32:00,"lcostes"
"40","Double H",2022,"Weed Occurrence",441,NA,NA,NA,"Low","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{97bb3291-6715-4c84-8733-f97efb0c844c}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"41","Double H",2022,"Weed Occurrence",442,NA,NA,NA,"Low","Multiflora Rose","1-5%","Chinese Privet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{b414028d-58ee-4bfd-a7fc-3659d6778486}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"42","Double H",2022,"Weed Occurrence",443,NA,NA,NA,"Low","Multiflora Rose","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{0e3bc771-f3c4-4f60-93d6-363a7a1552bf}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"43","Double H",2022,"Weed Occurrence",444,NA,NA,NA,"Medium","Oriental Bittersweet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{42c55e36-58c0-4fa1-83db-28db8673f403}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
"44","Double H",2022,"Weed Occurrence",445,NA,"Resprouts",NA,"Medium","Oriental Bittersweet","1-5%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sam","{048d1771-0eef-48ee-85b0-c23a5279bc6e}",4582373-03-18 20:00:00,"lcostes",4582373-03-18 20:00:00,"lcostes"
